timestamp,engine_rpm,vehicle_speed,throttle_position,engine_temp,brake_pressure,battery_voltage,fuel_level,oil_pressure,is_anomaly,anomaly_score_if,anomaly_score_lof,combined_anomaly_score,relevance_score,model_agreement,prediction_if,prediction_lof
2024-01-01 00:00:00.000,3248.3570765056165,80.99033154879004,26.49643450051237,80.46096221061305,11.36506395035066,13.37287209539319,97.77183728353384,56.28148065848301,0,0.44712676881904767,0.06454334926581416,0.17047469795471362,0.11933228856829953,0,1,1
2024-01-01 00:00:00.100,2930.867849414408,73.86950524369153,37.10962658568965,85.6980749461025,19.68796511060916,13.363975767484844,98.65805825244432,35.77855230103839,0,0.42605042003574745,0.1046549288583017,0.15411120947058213,0.10787784662940748,0,1,1
2024-01-01 00:00:00.200,3323.844269050346,60.89445554880261,24.15160158000077,87.93197233289177,20.180168720444467,12.961307048210996,97.95571947269136,55.71796519911156,0,0.427539708140973,0.08308783241294294,0.1459011049929046,0.10213077349503322,0,1,1
2024-01-01 00:00:00.300,3761.514928204013,50.2959483344164,33.84076940721919,99.43843828670096,24.726303458434057,13.400972942489568,98.66376812227747,48.1302075371862,0,0.4241390581822514,0.09689189723805282,0.14692691954371304,0.10284884368059911,0,1,1
2024-01-01 00:00:00.400,2882.923312638332,70.47334970420386,2.1277066609242894,92.7827656226688,6.331416367191736,13.719848724546525,99.2513790582573,55.65966168691505,0,0.4640162176897604,0.1219579611975452,0.22836644875724987,0.1598565141300749,0,1,1
2024-01-01 00:00:00.500,2882.9315215254096,65.90228078132624,44.26587414745877,83.32259215450054,25.925672738473303,13.117730364276962,101.27390857226236,56.21545353883863,0,0.42800601039444847,0.07262009063623205,0.1414729899641953,0.0990310929749367,0,1,1
2024-01-01 00:00:00.600,3789.606407753696,73.42789830041599,40.02410950724448,92.4301814470882,-7.043916316027751,13.814544795315175,98.87720144210812,62.86332048895326,0,0.5029226825617253,0.2049341251444296,0.33708369768205926,0.23595858837744146,0,1,1
2024-01-01 00:00:00.700,3383.717364576454,69.52757702522955,23.658227378636187,82.26348005530818,13.701154476361896,13.6463324463253,96.26818802590026,60.82762918096962,0,0.43127208122077,0.05682022493255376,0.13921672639920468,0.09745170847944327,0,1,1
2024-01-01 00:00:00.800,2765.262807032524,75.74329072979003,53.1849133686481,95.41345526943536,15.117261575484552,13.27973000340869,101.63949505234967,60.77257330088237,0,0.4390911230050842,0.12973671670377732,0.1891860344501215,0.13243022411508504,0,1,1
2024-01-01 00:00:00.900,3271.2800217929826,51.97147182659148,58.75140275253116,87.6443767409106,26.333268260712384,13.457541108798646,97.6050990120492,61.54936255332991,0,0.42613505554384007,0.059010496835775125,0.13143524099741558,0.09200466869819089,0,1,1
2024-01-01 00:00:01.000,2768.2911535937687,79.76091098451488,7.848802712620518,89.53181905630414,20.22630852676869,13.97949654229231,99.08175834498994,52.33103187852757,0,0.4705644935117021,0.11270109475633072,0.23505323345545542,0.16453726341881877,0,1,1
2024-01-01 00:00:01.100,2767.135123214872,62.96399407038599,24.74550442867572,96.62898323771095,5.944369461437134,13.72006434405176,100.01219213300054,50.25748069629472,0,0.43995491646872065,0.09715953077946154,0.1743900498544503,0.1220730348981152,0,1,1
2024-01-01 00:00:01.200,3120.981135783017,91.12891308937898,24.617153004254035,83.56418215707875,10.150068741829848,13.502635096469444,99.4382598758446,56.98253666542668,0,0.45947658969883853,0.07628884714889765,0.1976875550885371,0.13838128856197596,0,1,1
2024-01-01 00:00:01.300,2043.359877671101,49.66218272865648,21.201937977822706,83.01440907443504,21.98680009547407,13.428695004911704,101.14731805400191,55.85664761146418,0,0.45827177659213497,0.09253233774670397,0.20372742063397714,0.14260919444378398,0,1,1
2024-01-01 00:00:01.400,2137.541083743484,86.03945704747875,56.58949683863497,87.08200336826998,19.20932658135444,13.5229827211355,99.8368851656644,47.52747010609392,0,0.4413371987577308,0.07736596369322654,0.1668818073182734,0.11681726512279138,0,1,1
2024-01-01 00:00:01.500,2718.8562353795137,62.96866175193972,36.12347722454393,95.1918942550966,14.208758903642536,13.34647093261731,97.0761796394046,53.23858727046614,0,0.4106379447129614,0.027449747160834103,0.08887633835636347,0.06221343684945442,0,1,1
2024-01-01 00:00:01.600,2493.584439832788,50.22872994578327,34.70970317378779,82.4032696226158,15.191662104880209,12.868575148284297,103.07584306670203,49.719228265723245,0,0.44978930087052027,0.1603842649758593,0.22299592877615393,0.15609715014330774,0,1,1
2024-01-01 00:00:01.700,3157.123666297637,52.741712489185176,-0.0772472881350694,75.83922200944716,26.96167997159289,14.11265337316042,99.0273055653151,43.16853673231955,0,0.5213418430486942,0.3570718558326866,0.44498030218361384,0.3114862115285297,0,1,-1
2024-01-01 00:00:01.800,2545.9879622393946,55.1947903770852,52.70836060418453,87.744205707955,14.823074271307853,13.54659749975982,98.26387810531554,60.3236859310108,0,0.4187738581116634,0.05122391442912602,0.11482202849673398,0.08037541994771379,0,1,1
2024-01-01 00:00:01.900,2293.8481493323543,66.36248919602875,15.21483210293055,92.7587039995546,19.119087559709268,13.619444179536762,100.40632932458962,50.44159394024072,0,0.4314331720443237,0.050734234713073506,0.13645209124600813,0.09551646387220568,0,1,1
2024-01-01 00:00:02.000,3732.824384460777,67.8425323205325,41.198652605326565,96.00130874869414,41.69936588080543,13.482627675036928,98.89730029025854,66.3896660615908,0,0.4867704585278614,0.22133879782255633,0.3173754908817741,0.22216284361724184,0,1,1
2024-01-01 00:00:02.100,2887.111849756732,51.394499940921314,45.54753875916384,87.68419318957301,5.76317363116077,13.279464959782624,99.11677470419696,36.99606183840134,0,0.42986334262932113,0.07575279146184989,0.1462487529852514,0.10237412708967597,0,1,1
2024-01-01 00:00:02.200,3033.764102343962,59.63468111608525,67.21317191677302,87.94286696441999,1.4815726842534147,13.444222655715368,103.2226062354396,45.54576981725307,0,0.44187972389091856,0.12670093206194688,0.19248675813894764,0.13474073069726333,0,1,1
2024-01-01 00:00:02.300,2287.625906893272,92.13405537917797,13.82359201761776,95.76950367127874,27.83589664798607,13.020181571341707,97.60791530164806,50.26111069352697,0,0.4857700686957764,0.22701664499164673,0.31848577180348625,0.22294004026244035,0,1,1
2024-01-01 00:00:02.400,2727.808637737409,85.91314755151066,-20.390243116416507,80.65129150152289,13.213569387058968,14.183125949415992,97.44255629004329,59.099048781031314,0,0.5510116311920916,0.5002724649143511,0.5678490822096468,0.6974943575467527,1,-1,-1
2024-01-01 00:00:02.500,3055.461294854933,66.54485504511048,43.6769908950739,88.05739612408496,16.817624722573797,13.12964640047328,98.23115502202292,53.19575498081748,0,0.4070056102996988,0.027777969125859742,0.0827638879114619,0.05793472153802333,0,1,1
